İlan no,Son Güncelleme Tarihi,Konut Tipi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Ada No,Parsel No,Yetkili Ofis,city,district,price
124385-201,27-10-2024,Daire,4 + 1,215 m2 / 185 m2,7. Kat,10 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.500 TL,Hayır,"Kuzey, Doğu",40.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,7.995.000 TL
111600-409,28-10-2024,Daire,3 + 1,125 m2 / 115 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,,1,,İkinci El,Boş,Kat İrtifakı,,,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Çankaya,2.600.000 TL
79831-1409,26-10-2024,Daire,2 + 1,100 m2 / 85 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Kiracılı,Kat Mülkiyeti,,Hayır,Kuzey,24.000 TL,,,,Evet,Ankara,Etimesgut,4.325.000 TL
2418-2257,24-10-2024,Daire,3 + 1,125 m2 / 110 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Çankaya,5.250.000 TL
5505-2690,30-10-2024,Daire,4 + 1,200 m2 / 180 m2,4. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,,,Doğalgaz,,,Evet,Ankara,Mamak,2.750.000 TL
39687-3375,29-10-2024,Daire,3 + 1,125 m2 / 115 m2,1. Kat,11 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı,1,,,Kiracılı,Kat Mülkiyeti,,Evet,Güney,,,,,,Ankara,Altındağ,2.595.000 TL
33553-6288,24-10-2024,Daire,3 + 1,150 m2 / 130 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Doğu, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Altındağ,4.400.000 TL
27333-359,30-10-2024,Daire,2 + 1,85 m2 / 80 m2,Kot 2,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Doğu,,Doğalgaz,,,Evet,Ankara,Çankaya,2.595.000 TL
2727-2411,29-10-2024,Daire,3 + 1,120 m2 / 110 m2,Yüksek Giriş,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Doğu, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.600.000 TL
9434-3158,28-10-2024,Daire,3 + 1,110 m2 / 100 m2,1. Kat,32 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat İrtifakı,200 TL,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Keçiören,2.800.000 TL
3935-1681,25-10-2024,Daire,2 + 1,105 m2 / 80 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,5.950.000 TL
91066-2965,28-10-2024,Daire,3 + 1,110 m2 / 100 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,Doğu,6.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,1.750.000 TL
5832-8469,29-10-2024,Daire,3 + 1,115 m2 / 110 m2,Ara Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Güney,,Doğalgaz,,,,Ankara,Keçiören,2.790.000 TL
145504-17,25-10-2024,Daire,2 + 1,100 m2 / 90 m2,Ara Kat,35 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.500 TL,Hayır,Batı,25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.200.000 TL
141284-120,26-10-2024,Daire,3 + 1,125 m2 / 90 m2,Bahçe Katı,45 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,2.100.000 TL
4444-2368,28-10-2024,Daire,4 + 1,185 m2 / 165 m2,Ara Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,,,"Kuzey, Batı",15.000 TL,Doğalgaz,,,,Ankara,Çankaya,4.750.000 TL
64798-1083,28-10-2024,Daire,2 + 1,110 m2 / 90 m2,Ara Kat,1 Yaşında,Merkezi,22 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,1.500 TL,Hayır,"Kuzey, Doğu, Batı",35.000 TL,Doğalgaz,11,1,Evet,Ankara,Yenimahalle,5.399.999 TL
95656-1604,25-10-2024,Daire,2 + 1,85 m2 / 80 m2,Yüksek Giriş,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",13.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,1.789.000 TL
73227-1441,29-10-2024,Daire,3 + 1,150 m2 / 125 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,,,,,,,Ankara,Keçiören,2.780.000 TL
38897-1306,28-10-2024,Daire,4 + 2,240 m2 / 200 m2,Bahçe Katı,35 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,750 TL,Hayır,Batı,7.500 TL,Doğalgaz,,,Evet,Ankara,Çankaya,6.500.000 TL
18229-1658,26-10-2024,Daire,3 + 1,230 m2 / 220 m2,5. Kat,12 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.000 TL,Hayır,Güney,35.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,8.500.000 TL
101720-459,26-10-2024,Daire,3 + 1,130 m2 / 120 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Doğu, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.350.000 TL
81983-1329,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,Yüksek Giriş,16 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,600 TL,Hayır,"Doğu, Batı",,,,,,Ankara,Çankaya,3.850.000 TL
100519-547,29-10-2024,Daire,3 + 1,150 m2 / 140 m2,8. Kat,15 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,800 TL,Hayır,"Kuzey, Güney, Doğu, Batı",26.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,4.800.000 TL
34109-4477,25-10-2024,Daire,1 + 1,55 m2 / 50 m2,Kot 2,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Batı",,Doğalgaz,,,Evet,Ankara,Mamak,1.350.000 TL
2522-1873,25-10-2024,Daire,3 + 1,125 m2 / 110 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,"Kuzey, Doğu",20.000 TL,,,,Evet,Ankara,Çankaya,3.500.000 TL
5782-6419,29-10-2024,Daire,3 + 1,130 m2 / 115 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat İrtifakı,,Hayır,"Güney, Batı",,,,,,Ankara,Çankaya,8.750.000 TL
53653-2553,30-10-2024,Daire,3 + 1,115 m2 / 114 m2,Giriş Katı,36 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.850.000 TL
92838-54,26-10-2024,Daire,3 + 1,145 m2 / 125 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu",20.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,3.500.000 TL
122493-2557,30-10-2024,Daire,4 + 1,195 m2 / 190 m2,12. Kat,8 Yaşında,Merkezi (Pay Ölçer),20 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Tapu Yok,,Hayır,,,Doğalgaz,,,Evet,Ankara,Keçiören,5.750.000 TL
122845-2845,24-10-2024,Daire,3 + 1,130 m2 / 110 m2,Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.550.000 TL
97895-1847,28-10-2024,Daire,2 + 1,117 m2 / 100 m2,Giriş Katı,50 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,400 TL,Hayır,Doğu,,Doğalgaz,,,Evet,Ankara,Çankaya,2.350.000 TL
7092-1522,30-10-2024,Daire,4 + 1,210 m2 / 190 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat İrtifakı,500 TL,Evet,"Güney, Doğu, Batı",65.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,13.000.000 TL
4960-976,28-10-2024,Daire,4 + 1,210 m2 / 190 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat İrtifakı,,,"Kuzey, Doğu, Batı",17.000 TL,Doğalgaz,,,,Ankara,Polatlı,3.000.000 TL
46555-8440,28-10-2024,Daire,3 + 1,115 m2 / 100 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,"Güney, Doğu",16.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.375.000 TL
47683-2744,25-10-2024,Daire,3 + 1,102 m2 / 95 m2,Ara Kat,32 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,Güney,15.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.350.000 TL
95616-303,29-10-2024,Daire,3 + 1,143 m2 / 140 m2,Kot 1,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,100 TL,Evet,Doğu,15.000 TL,Doğalgaz,27245,1,Evet,Ankara,Çankaya,2.250.000 TL
2220-9126,28-10-2024,Daire,4 + 1,65 m2 / 60 m2,2. Kat,5 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.750.000 TL
3567-6792,30-10-2024,Daire,1 + 1,75 m2 / 65 m2,1. Kat,5 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun değil,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,1.5 TL,Hayır,Batı,,,,,,Ankara,Yenimahalle,3.900.000 TL
0-43597985,26-10-2024,Daire,3 + 1,100 m2 / 90 m2,4. Kat,15 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,,Evet,Güney,20.000 TL,Doğalgaz,17652,1,,Ankara,Etimesgut,3.380.000 TL
141297-135,27-10-2024,Daire,1 + 0,55 m2 / 50 m2,En Üst Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,75 TL,Hayır,"Güney, Batı",7.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,877.000 TL
142462-8,24-10-2024,Daire,3 + 1,130 m2 / 120 m2,1. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,150 TL,Evet,Batı,15.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,2.715.000 TL
141731-107,29-10-2024,Daire,3 + 1,125 m2 / 120 m2,3. Kat,26 Yaşında,Kombi,6 Katlı,Uygun değil,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,Doğu,,,,,,Ankara,Yenimahalle,2.350.000 TL
40381-631,25-10-2024,Daire,3 + 1,160 m2 / 150 m2,10. Kat,10 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,2.561 TL,,"Güney, Doğu",30.000 TL,Doğalgaz,,,Evet,Ankara,Gölbaşı,7.250.000 TL
87972-1411,26-10-2024,Residence,3 + 1,180 m2 / 160 m2,21 ve üzeri,4 Yaşında,Merkezi (Pay Ölçer),24 Katlı,Uygun,Eşyalı,2,,,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,,,,,Ankara,Çankaya,14.800.000 TL
52225-8681,26-10-2024,Müstakil Ev,2 + 1,110 m2 / 100 m2,,21 Yaşında,Soba,1 Katlı,Uygun değil,Eşyalı,1,Taş Bina,İkinci El,Boş,Arsa,,Hayır,"Güney, Doğu",,Kömür-Odun,,,Evet,Ankara,Çankaya,3.250.000 TL
1350-8492,30-10-2024,Daire,4 + 1,190 m2 / 185 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Pursaklar,4.750.000 TL
137073-1811,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,3. Kat,31 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,,,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Çankaya,2.800.000 TL
8585-1200,28-10-2024,Daire,3 + 1,130 m2 / 120 m2,Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,150 TL,Hayır,"Kuzey, Batı",21.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.350.000 TL
76774-2645,27-10-2024,Daire,3 + 1,120 m2 / 110 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,60 TL,Hayır,"Güney, Doğu",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.630.000 TL
41876-4000,24-10-2024,Villa,4 + 1,276 m2 / 238 m2,,Sıfır Bina,Yerden Isıtma,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,Boş,Kat İrtifakı,,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Etimesgut,15.700.000 TL
44716-8841,26-10-2024,Daire,3 + 1,135 m2 / 125 m2,1. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",12.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.449.000 TL
86616-2241,29-10-2024,Daire,4 + 1,200 m2 / 180 m2,13. Kat,4 Yaşında,Merkezi,16 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,,,,,Ankara,Yenimahalle,5.280.000 TL
71743-2628,29-10-2024,Daire,1 + 1,70 m2 / 60 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,,Hayır,Güney,20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.600.000 TL
69919-1168,24-10-2024,Daire,3 + 1,135 m2 / 125 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,,200 TL,Hayır,Güney,20.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.695.000 TL
1170-6869,29-10-2024,Daire,5 + 1,210 m2 / 180 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,,,,Ankara,Çankaya,12.000.000 TL
127937-205,25-10-2024,Villa,4 + 1,500 m2 / 250 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Etimesgut,15.300.000 TL
3920-11359,30-10-2024,Daire,3 + 1,95 m2 / 80 m2,Zemin,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,60 TL,,"Güney, Batı",,,33035,35,Evet,Ankara,Keçiören,2.550.000 TL
14976-3600,25-10-2024,Kooperatif,2 + 1,100 m2 / 90 m2,Giriş Katı,1 Yaşında,Kat Kaloriferi,1 Katlı,Uygun değil,Eşyalı,1,Betonarme,Sıfır,Mülk Sahibi,Arsa,300 TL,Hayır,"Kuzey, Güney, Doğu, Batı",,Elektrik,,,Evet,Ankara,Gölbaşı,3.500.000 TL
16090-1010,26-10-2024,Daire,3 + 1,135 m2 / 119 m2,5. Kat,10 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,1.100 TL,Hayır,Kuzey,35.000 TL,Doğalgaz,1,1,Evet,Ankara,Çankaya,4.100.000 TL
118875-257,25-10-2024,Daire,3 + 1,100 m2 / 90 m2,Giriş Katı,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Mamak,1.600.000 TL
145070-23,25-10-2024,Daire,4 + 1,220 m2 / 180 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),20 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,Boş,Kat İrtifakı,,Hayır,"Güney, Doğu, Batı",40.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,7.000.000 TL
6211-1526,25-10-2024,Daire,2 + 2,100 m2 / 90 m2,Ara Kat,8 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.500 TL,Hayır,"Güney, Doğu",25.000 TL,Elektrik,,,Evet,Ankara,Çankaya,5.250.000 TL
144503-40,29-10-2024,Daire,3 + 1,160 m2 / 140 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Polatlı,2.250.000 TL
10249-4231,30-10-2024,Daire,3 + 1,125 m2 / 100 m2,Kot 1,5 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kiracılı,Kat Mülkiyeti,,,"Kuzey, Doğu",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,6.000.000 TL
29811-369,26-10-2024,Daire,3 + 1,150 m2 / 135 m2,En Üst Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Polatlı,2.550.000 TL
15878-13854,30-10-2024,Daire,2 + 1,78 m2 / 75 m2,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),8 Katlı,Uygun,,2,,,,Tapu Yok,,,,,,,,,Ankara,Keçiören,5.100.000 TL
39746-1099,28-10-2024,Daire,3 + 1,150 m2 / 140 m2,1. Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.500.000 TL
129272-1182,25-10-2024,Villa,4 + 1,260 m2 / 245 m2,,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,12.000.000 TL
146460-32,28-10-2024,Çiftlik Evi,3 + 1,995 m2 / 130 m2,,2 Yaşında,Kat Kaloriferi,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Arsa,,Evet,"Kuzey, Güney, Doğu, Batı",,Kömür-Odun,,,Evet,Ankara,Polatlı,3.000.000 TL
147585-1,29-10-2024,Daire,3 + 1,155 m2 / 135 m2,1. Kat,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Sincan,2.900.000 TL
114256-326,26-10-2024,Müstakil Ev,4 + 1,150 m2 / 140 m2,,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,1 TL,Hayır,"Kuzey, Güney",20.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,4.250.000 TL
8316-5696,24-10-2024,Daire,4 + 1,210 m2 / 180 m2,4. Kat,5 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,Doğu,35.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,8.500.000 TL
139231-80,27-10-2024,Daire,3 + 1,115 m2 / 110 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Kuzey,,Doğalgaz,,,Evet,Ankara,Mamak,2.325.000 TL
9609-4291,28-10-2024,Daire,3 + 1,120 m2 / 105 m2,2. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,400 TL,Evet,"Kuzey, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.150.000 TL
131754-212,27-10-2024,Daire,3 + 1,130 m2 / 125 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.470.000 TL
37957-16077,25-10-2024,Daire,5 + 1,260 m2 / 230 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Doğu",25.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,4.900.000 TL
130429-366,29-10-2024,Daire,2 + 2,260 m2 / 220 m2,En Üst Kat,8 Yaşında,Yerden Isıtma,28 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,2.000 TL,Hayır,"Güney, Batı",100.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,21.000.000 TL
41980-1720,25-10-2024,Daire,5 + 1,270 m2 / 260 m2,Teras Katı,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",40.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,5.250.000 TL
142285-110,25-10-2024,Daire,4 + 1,215 m2 / 190 m2,En Üst Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,250 TL,Hayır,"Kuzey, Güney, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.300.000 TL
1444-3355,29-10-2024,Daire,4 + 1,180 m2 / 155 m2,8. Kat,17 Yaşında,Kombi,17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.900 TL,Hayır,"Güney, Doğu",35.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,7.350.000 TL
146248-30,29-10-2024,Daire,3 + 1,135 m2 / 127 m2,En Üst Kat,Sıfır Bina,Merkezi,6 Katlı,Uygun,,1,Betonarme,,Boş,Kat İrtifakı,,Hayır,Doğu,,Doğalgaz,,,,Ankara,Keçiören,3.795.000 TL
120088-756,30-10-2024,Daire,4 + 1,220 m2 / 200 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,2 TL,Hayır,"Güney, Doğu",,,,,,Ankara,Çankaya,8.000.000 TL
65959-800,27-10-2024,Müstakil Ev,4 + 2,180 m2 / 160 m2,,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Güney",20.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,4.600.000 TL
8812-3166,28-10-2024,Daire,4 + 1,190 m2 / 165 m2,16. Kat,Sıfır Bina,Yerden Isıtma,24 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,5 TL,Hayır,"Güney, Batı",,,,,,Ankara,Çankaya,15.250.000 TL
