İlan no,Son Güncelleme Tarihi,Konut Tipi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Ada No,Parsel No,Yetkili Ofis,city,district,price
0-43607917,26-10-2024,Daire,2 + 1,80 m2 / 70 m2,Yüksek Giriş,55 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Güney,12.000 TL,Doğalgaz,9951,3,,Ankara,Altındağ,2.300.000 TL
130551-240,26-10-2024,Daire,1 + 1,55 m2 / 45 m2,Yüksek Giriş,Sıfır Bina,Kombi,12 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Kuzey, Güney, Doğu, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Çubuk,1.550.000 TL
131206-1595,29-10-2024,Daire,3 + 1,140 m2 / 120 m2,3. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,5031,5,Evet,Ankara,Çubuk,2.575.000 TL
77429-539,28-10-2024,Daire,3 + 1,110 m2 / 95 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,2.350.000 TL
137751-105,26-10-2024,Daire,3 + 0,145 m2 / 139 m2,Ara Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Tapu Yok,,Evet,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Altındağ,3.600.000 TL
146562-165,26-10-2024,Daire,3 + 1,135 m2 / 125 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,"Güney, Doğu, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,3.000.000 TL
0-43606108,26-10-2024,Çiftlik Evi,5 + 1,250 m2 / 200 m2,,2 Yaşında,Güneş Enerjisi,2 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,Arsa,,Evet,"Kuzey, Güney, Doğu, Batı",,Kömür-Odun,280,2,,Ankara,Şereflikoçhisar,5.500.000 TL
123679-141,26-10-2024,Daire,3 + 1,145 m2 / 137 m2,1. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",18.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,2.849.000 TL
144321-118,26-10-2024,Daire,4 + 1,175 m2 / 150 m2,10. Kat,11 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Kiracılı,Kat Mülkiyeti,1.900 TL,,"Kuzey, Batı",,,,,Evet,Ankara,Yenimahalle,7.300.000 TL
138010-70,26-10-2024,Daire,3 + 1,110 m2 / 90 m2,3. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",,,,,,Ankara,Etimesgut,2.290.000 TL
4671-324,25-10-2024,Daire,3 + 1,100 m2 / 90 m2,3. Kat,31 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,,,,,Ankara,Çankaya,3.300.000 TL
117162-897,26-10-2024,Daire,3 + 1,110 m2 / 100 m2,2. Kat,22 Yaşında,Doğalgaz Sobası,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,70 TL,Hayır,"Kuzey, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,1.685.000 TL
145902-10,25-10-2024,Daire,3 + 1,120 m2 / 110 m2,Kot 1,13 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",17.000 TL,Doğalgaz,,,,Ankara,Etimesgut,2.229.000 TL
59864-3102,27-10-2024,Daire,3 + 1,147 m2 / 128 m2,8. Kat,10 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,350 TL,Hayır,Doğu,24.000 TL,Doğalgaz,0,0,Evet,Ankara,Mamak,3.850.000 TL
103558-973,28-10-2024,Daire,3 + 1,130 m2 / 115 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Batı",22.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,3.100.000 TL
136416-1001,28-10-2024,Daire,3 + 1,135 m2 / 130 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,,,,,Ankara,Keçiören,3.600.000 TL
146460-157,29-10-2024,Daire,3 + 1,130 m2 / 120 m2,1. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Doğu,,Doğalgaz,,,Evet,Ankara,Polatlı,1.410.000 TL
123476-127,24-10-2024,Daire,3 + 1,110 m2 / 100 m2,Bahçe Katı,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,"Güney, Doğu",14.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,1.750.000 TL
128355-1750,29-10-2024,Daire,3 + 1,105 m2 / 100 m2,Giriş Katı,Sıfır Bina,Belirtilmemiş,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Mamak,1.499.000 TL
27590-4699,25-10-2024,Daire,3 + 1,140 m2 / 130 m2,Ara Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,"Güney, Batı",27.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.150.000 TL
56871-2876,25-10-2024,Daire,3 + 1,140 m2 / 130 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.100.000 TL
132472-1049,29-10-2024,Daire,3 + 1,130 m2 / 120 m2,14. Kat,3 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,500 TL,Hayır,"Kuzey, Doğu, Batı",20.000 TL,Doğalgaz,1,,Evet,Ankara,Mamak,2.650.000 TL
103175-978,27-10-2024,Daire,5 + 1,250 m2 / 240 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Evet,"Kuzey, Doğu",20.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,5.250.000 TL
64542-13097,25-10-2024,Daire,4 + 1,185 m2 / 150 m2,1. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,200 TL,Evet,"Güney, Doğu",35.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,4.799.000 TL
5152-1262,30-10-2024,Daire,3 + 1,140 m2 / 130 m2,1. Kat,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Çankaya,6.850.000 TL
7847-1967,25-10-2024,Daire,3 + 1,115 m2 / 98 m2,En Üst Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat İrtifakı,,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Mamak,1.850.000 TL
8006-1054,25-10-2024,Daire,3 + 1,155 m2 / 150 m2,9. Kat,27 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.500 TL,Hayır,"Güney, Doğu",27.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,6.500.000 TL
97196-477,28-10-2024,Villa,5 + 2,470 m2 / 450 m2,,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.000 TL,Hayır,"Kuzey, Güney, Doğu, Batı",50.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,19.000.000 TL
53451-1638,30-10-2024,Daire,2 + 1,95 m2 / 90 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,,1,,,Boş,,100 TL,,,10.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,1.600.000 TL
4459-1813,30-10-2024,Daire,1 + 1,65 m2 / 55 m2,Bahçe Katı,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,350 TL,Hayır,"Güney, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,5.000.000 TL
151077-115,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,Yüksek Giriş,24 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Sincan,1.929.000 TL
131496-555,30-10-2024,Daire,3 + 1,125 m2 / 120 m2,1. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",,,,,,Ankara,Pursaklar,2.159.000 TL
1955-7644,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,2.700.000 TL
35345-3023,30-10-2024,Daire,3 + 1,100 m2 / 80 m2,Teras Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,Hayır,Batı,,Doğalgaz,,,Evet,Ankara,Çankaya,6.100.000 TL
4581-7217,30-10-2024,Daire,3 + 1,130 m2 / 105 m2,Villa Katı,40 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,,,Hayır,"Güney, Batı",,Doğalgaz,,,,Ankara,Yenimahalle,5.500.000 TL
64344-1145,29-10-2024,Daire,3 + 1,110 m2 / 105 m2,En Üst Kat,35 Yaşında,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,Doğu,16.000 TL,Doğalgaz,,,Evet,Ankara,Altındağ,2.400.000 TL
104775-5315,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,3. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,"Kuzey, Güney, Doğu, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.270.000 TL
97141-11743,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Etimesgut,4.500.000 TL
38385-679,26-10-2024,Daire,1 + 1,57 m2 / 47 m2,3. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,300 TL,Hayır,"Kuzey, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,2.950.000 TL
27363-1645,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,2,,,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",,,,,,Ankara,Çankaya,3.300.000 TL
23217-85,28-10-2024,Daire,4 + 1,270 m2 / 228 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Güney, Doğu, Batı",45.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,12.000.000 TL
103558-979,28-10-2024,Daire,4 + 1,225 m2 / 200 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,,"Güney, Doğu",,Doğalgaz,,,,Ankara,Etimesgut,3.499.000 TL
64413-4286,30-10-2024,Daire,2 + 1,110 m2 / 90 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Hayır,Batı,45.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,7.290.000 TL
22580-2188,28-10-2024,Daire,3 + 1,130 m2 / 115 m2,2. Kat,41 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Güney",15.000 TL,Doğalgaz,,,,Ankara,Keçiören,3.500.000 TL
34908-1514,29-10-2024,Daire,3 + 1,133 m2 / 122 m2,2. Kat,37 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,160 TL,Evet,"Güney, Doğu",18.000 TL,Doğalgaz,13817,11,Evet,Ankara,Yenimahalle,19.750 TL
124737-492,26-10-2024,Daire,3 + 1,130 m2 / 112 m2,1. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,,"Güney, Doğu, Batı",22.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,3.400.000 TL
70969-3993,26-10-2024,Daire,3 + 1,120 m2 / 115 m2,Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Kiracılı,Kat Mülkiyeti,,,,,,,,Evet,Ankara,Keçiören,1.890.000 TL
19538-3627,29-10-2024,Daire,3 + 1,145 m2 / 130 m2,Giriş Katı,17 Yaşında,Kombi,3 Katlı,Uygun,,2,,,Kiracılı,Kat Mülkiyeti,,,"Güney, Doğu",,,26379,7,Evet,Ankara,Çankaya,3.300.000 TL
20743-2176,30-10-2024,Daire,2 + 1,95 m2 / 90 m2,2. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Batı,17.500 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.550.000 TL
43512-3448,26-10-2024,Daire,3 + 1,125 m2 / 120 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,,1,,,Boş,Kat Mülkiyeti,300 TL,Hayır,Güney,35.000 TL,,,,Evet,Ankara,Çankaya,6.800.000 TL
10039-1530,25-10-2024,Daire,4 + 1,165 m2 / 153 m2,Ara Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,200 TL,Hayır,"Kuzey, Batı",35.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,6.250.000 TL
125332-764,29-10-2024,Daire,4 + 1,250 m2 / 226 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,"Güney, Doğu, Batı",30.000 TL,Doğalgaz,,,,Ankara,Çankaya,7.800.000 TL
124824-2246,24-10-2024,Daire,3 + 1,120 m2 / 110 m2,2. Kat,16 Yaşında,Kombi,5 Katlı,Uygun,,1,Betonarme,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,Doğu,,Doğalgaz,,,,Ankara,Sincan,2.300.000 TL
43480-9336,25-10-2024,Daire,1 + 1,55 m2 / 49 m2,3. Kat,28 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.200 TL,Hayır,Doğu,,Doğalgaz,,,Evet,Ankara,Etimesgut,2.300.000 TL
56045-5604,30-10-2024,Daire,1 + 1,65 m2 / 55 m2,3. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,,,Evet,Ankara,Çubuk,1.650.000 TL
119882-6596,30-10-2024,Daire,2 + 1,95 m2 / 80 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu",,Doğalgaz,,,Evet,Ankara,Etimesgut,1.750.000 TL
88358-1144,30-10-2024,Daire,3 + 1,135 m2 / 125 m2,1. Kat,6 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,150 TL,Hayır,"Kuzey, Güney, Doğu, Batı",6.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.800.000 TL
113388-2891,30-10-2024,Daire,3 + 1,115 m2 / 110 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.695.000 TL
37733-959,28-10-2024,Daire,2 + 1,110 m2 / 90 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,75 TL,Evet,"Güney, Batı",6.750 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.600.000 TL
63997-56,30-10-2024,Daire,3 + 1,125 m2 / 115 m2,Ara Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,Doğu,20.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,6.100.000 TL
41594-2295,24-10-2024,Daire,1 + 1,130 m2 / 110 m2,2. Kat,Sıfır Bina,Kombi,14 Katlı,Uygun,,1,Betonarme,,Boş,Kat Mülkiyeti,,,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Mamak,2.750.000 TL
4901-6551,30-10-2024,Daire,3 + 1,110 m2 / 100 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,2.850.000 TL
126040-400,30-10-2024,Daire,2 + 1,120 m2 / 100 m2,12. Kat,9 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı,2,,,Kiracılı,Kat Mülkiyeti,2.500 TL,Hayır,,,,,,Evet,Ankara,Çankaya,7.250.000 TL
15143-403,24-10-2024,Daire,3 + 1,135 m2 / 120 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Çankaya,6.100.000 TL
120150-2958,27-10-2024,Daire,4 + 1,180 m2 / 160 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,3.450.000 TL
115697-636,27-10-2024,Daire,4 + 1,160 m2 / 135 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,,2,,Sıfır,Boş,Kat İrtifakı,,,"Güney, Doğu",50.000 TL,Doğalgaz,,,,Ankara,Çankaya,10.750.000 TL
121272-482,27-10-2024,Daire,3 + 1,130 m2 / 125 m2,Ara Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Altındağ,3.500.000 TL
3918-4349,30-10-2024,Daire,4 + 1,180 m2 / 160 m2,3. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun değil,,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Güney,35.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,4.900.000 TL
2533-2608,30-10-2024,Daire,2 + 1,90 m2 / 80 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,"Kuzey, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,7.500.000 TL
16354-25971,24-10-2024,Daire,3 + 1,135 m2 / 129 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1 TL,Evet,"Güney, Batı",25.000 TL,Doğalgaz,,,,Ankara,Keçiören,3.450.000 TL
76287-2318,30-10-2024,Daire,2 + 1,90 m2 / 80 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,300 TL,Hayır,"Güney, Batı",40.000 TL,Doğalgaz,,,,Ankara,Çankaya,8.500.000 TL
56586-3640,30-10-2024,Villa,5 + 2,325 m2 / 300 m2,,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,,,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Güney, Doğu, Batı",,,,,,Ankara,Yenimahalle,5.475.000 TL
75812-1670,30-10-2024,Daire,3 + 1,125 m2 / 115 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,Güney,18.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,2.985.000 TL
128501-1361,30-10-2024,Daire,3 + 1,145 m2 / 130 m2,3. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,250 TL,Hayır,"Doğu, Batı",,,,,,Ankara,Mamak,3.550.000 TL
120171-2536,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,3. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,100 TL,Evet,"Güney, Doğu, Batı",,,,,,Ankara,Sincan,2.495.000 TL
114758-732,30-10-2024,Daire,3 + 1,135 m2 / 125 m2,2. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,,,,,Ankara,Altındağ,3.074.000 TL
27750-486,24-10-2024,Daire,4 + 1,175 m2 / 165 m2,3. Kat,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,1,Betonarme,,Boş,Kat Mülkiyeti,500 TL,Hayır,Doğu,30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,5.750.000 TL
5737-2334,26-10-2024,Daire,3 + 1,100 m2 / 95 m2,Giriş Katı,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Batı",17.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,1.600.000 TL
122088-770,28-10-2024,Daire,1 + 1,60 m2 / 55 m2,Yüksek Giriş,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Hayır,Doğu,,,,,,Ankara,Sincan,1.550.000 TL
1345-2001,28-10-2024,Daire,5 + 1,275 m2 / 250 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,150 TL,,"Kuzey, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,6.500.000 TL
25300-2184,25-10-2024,Daire,3 + 1,150 m2 / 120 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,"Güney, Doğu",30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,8.450.000 TL
109088-456,28-10-2024,Daire,3 + 1,220 m2 / 120 m2,8. Kat,50 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,200 TL,Hayır,"Kuzey, Güney, Doğu",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.860.000 TL
4209-2374,30-10-2024,Daire,2 + 1,85 m2 / 75 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,6.300.000 TL
4666-1284,29-10-2024,Daire,3 + 1,120 m2 / 110 m2,3. Kat,18 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,500 TL,Hayır,Güney,25.000 TL,Doğalgaz,15115,4,Evet,Ankara,Yenimahalle,4.450.000 TL
26775-2372,30-10-2024,Daire,3 + 1,137 m2 / 120 m2,1. Kat,6 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,200 TL,Hayır,"Kuzey, Güney, Batı",,Doğalgaz,,,,Ankara,Çankaya,4.250.000 TL
32722-3727,24-10-2024,Villa,4 + 1,748 m2 / 300 m2,,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,,3,,Sıfır,Boş,Kat Mülkiyeti,,,"Kuzey, Güney, Doğu, Batı",,,,,Evet,Ankara,Gölbaşı,17.250.000 TL
